disability_group,age,state,district,supply_class,average_payment_annual,participant_count
Intellectual Disability,25 to 34,VIC,Western District,Capacity Building,67000,72
Intellectual Disability,25 to 34,VIC,Western District,Core,82000,76
Intellectual Disability,25 to 34,VIC,Western Melbourne,Capacity Building,86000,148
Intellectual Disability,25 to 34,VIC,Western Melbourne,Core,71000,161
Intellectual Disability,35 to 44,VIC,Barwon,Capacity Building,85000,121
Intellectual Disability,35 to 44,VIC,Barwon,Core,125000,117
Intellectual Disability,35 to 44,VIC,Bayside Peninsula,Capacity Building,107000,146
Intellectual Disability,35 to 44,VIC,Bayside Peninsula,Core,129000,165
Intellectual Disability,35 to 44,VIC,Brimbank Melton,Capacity Building,80000,94
Intellectual Disability,35 to 44,VIC,Brimbank Melton,Core,98000,74
Intellectual Disability,35 to 44,VIC,Central Highlands,Capacity Building,68000,68
Intellectual Disability,35 to 44,VIC,Central Highlands,Core,109000,55
Intellectual Disability,35 to 44,VIC,Goulburn,Capacity Building,72000,32
Intellectual Disability,35 to 44,VIC,Goulburn,Core,118000,45
Intellectual Disability,35 to 44,VIC,Hume Moreland,Capacity Building,81000,79
Intellectual Disability,35 to 44,VIC,Hume Moreland,Core,120000,77
Intellectual Disability,35 to 44,VIC,Inner East Melbourne,Capacity Building,120000,79
Intellectual Disability,35 to 44,VIC,Inner East Melbourne,Core,149000,97
Intellectual Disability,35 to 44,VIC,Inner Gippsland,Capacity Building,94000,53
Intellectual Disability,35 to 44,VIC,Inner Gippsland,Core,90000,73
Intellectual Disability,35 to 44,VIC,Loddon,Capacity Building,73000,97
Intellectual Disability,35 to 44,VIC,Loddon,Core,130000,72
Intellectual Disability,35 to 44,VIC,Mallee,Capacity Building,82000,34
Intellectual Disability,35 to 44,VIC,Mallee,Core,116000,32
Intellectual Disability,35 to 44,VIC,North East Melbourne,Capacity Building,95000,119
Intellectual Disability,35 to 44,VIC,North East Melbourne,Core,141000,116
Intellectual Disability,35 to 44,VIC,Outer East Melbourne,Capacity Building,115000,88
Intellectual Disability,35 to 44,VIC,Outer East Melbourne,Core,161000,90
Intellectual Disability,35 to 44,VIC,Outer Gippsland,Capacity Building,108000,24
Intellectual Disability,35 to 44,VIC,Outer Gippsland,Core,147000,29
Intellectual Disability,35 to 44,VIC,Ovens Murray,Capacity Building,62000,47
Intellectual Disability,35 to 44,VIC,Ovens Murray,Core,109000,34
Intellectual Disability,35 to 44,VIC,Southern Melbourne,Capacity Building,95000,115
Intellectual Disability,35 to 44,VIC,Southern Melbourne,Core,110000,112
Intellectual Disability,35 to 44,VIC,Western District,Capacity Building,88000,42
Intellectual Disability,35 to 44,VIC,Western District,Core,108000,59
Intellectual Disability,35 to 44,VIC,Western Melbourne,Capacity Building,100000,95
Intellectual Disability,35 to 44,VIC,Western Melbourne,Core,109000,105
Intellectual Disability,45 to 54,VIC,Barwon,Capacity Building,102000,101
Intellectual Disability,45 to 54,VIC,Barwon,Core,174000,98
Intellectual Disability,45 to 54,VIC,Bayside Peninsula,Capacity Building,101000,136
Intellectual Disability,45 to 54,VIC,Bayside Peninsula,Core,166000,158
Intellectual Disability,45 to 54,VIC,Brimbank Melton,Capacity Building,97000,51
Intellectual Disability,45 to 54,VIC,Brimbank Melton,Core,210000,52
Intellectual Disability,45 to 54,VIC,Central Highlands,Capacity Building,97000,56
Intellectual Disability,45 to 54,VIC,Central Highlands,Core,121000,62
Intellectual Disability,45 to 54,VIC,Goulburn,Capacity Building,77000,28
Intellectual Disability,45 to 54,VIC,Goulburn,Core,127000,31
Intellectual Disability,45 to 54,VIC,Hume Moreland,Capacity Building,92000,60
Intellectual Disability,45 to 54,VIC,Hume Moreland,Core,163000,62
Intellectual Disability,45 to 54,VIC,Inner East Melbourne,Capacity Building,95000,104
Intellectual Disability,45 to 54,VIC,Inner East Melbourne,Core,215000,109
Intellectual Disability,45 to 54,VIC,Inner Gippsland,Capacity Building,102000,33
Intellectual Disability,45 to 54,VIC,Inner Gippsland,Core,120000,48
Intellectual Disability,45 to 54,VIC,Loddon,Capacity Building,83000,60
Intellectual Disability,45 to 54,VIC,Loddon,Core,139000,51
Intellectual Disability,45 to 54,VIC,Mallee,Capacity Building,88000,28
Intellectual Disability,45 to 54,VIC,Mallee,Core,134000,29
Intellectual Disability,45 to 54,VIC,North East Melbourne,Capacity Building,109000,128
Intellectual Disability,45 to 54,VIC,North East Melbourne,Core,180000,138
Intellectual Disability,45 to 54,VIC,Outer East Melbourne,Capacity Building,110000,76
Intellectual Disability,45 to 54,VIC,Outer East Melbourne,Core,206000,84
Intellectual Disability,45 to 54,VIC,Outer Gippsland,Capacity Building,88000,26
Intellectual Disability,45 to 54,VIC,Outer Gippsland,Core,158000,28
Intellectual Disability,45 to 54,VIC,Ovens Murray,Capacity Building,82000,27
Intellectual Disability,45 to 54,VIC,Ovens Murray,Core,146000,36
Intellectual Disability,45 to 54,VIC,Southern Melbourne,Capacity Building,116000,61
Intellectual Disability,45 to 54,VIC,Southern Melbourne,Core,116000,86
Intellectual Disability,45 to 54,VIC,Western District,Capacity Building,78000,69
Intellectual Disability,45 to 54,VIC,Western District,Core,232000,53
Intellectual Disability,45 to 54,VIC,Western Melbourne,Capacity Building,120000,69
Intellectual Disability,45 to 54,VIC,Western Melbourne,Core,126000,96
Intellectual Disability,55 to 64,VIC,Barwon,Capacity Building,103000,78
Intellectual Disability,55 to 64,VIC,Barwon,Core,183000,90
Intellectual Disability,55 to 64,VIC,Bayside Peninsula,Capacity Building,104000,113
Intellectual Disability,55 to 64,VIC,Bayside Peninsula,Core,184000,140
Intellectual Disability,55 to 64,VIC,Brimbank Melton,Capacity Building,114000,38
Intellectual Disability,55 to 64,VIC,Brimbank Melton,Core,202000,37
Intellectual Disability,55 to 64,VIC,Central Highlands,Capacity Building,89000,57
Intellectual Disability,55 to 64,VIC,Central Highlands,Core,203000,64
Intellectual Disability,55 to 64,VIC,Goulburn,Capacity Building,89000,31
Intellectual Disability,55 to 64,VIC,Goulburn,Core,111000,31
Intellectual Disability,55 to 64,VIC,Hume Moreland,Capacity Building,83000,61
Intellectual Disability,55 to 64,VIC,Hume Moreland,Core,151000,69
Intellectual Disability,55 to 64,VIC,Inner East Melbourne,Capacity Building,100000,101
Intellectual Disability,55 to 64,VIC,Inner East Melbourne,Core,265000,113
Intellectual Disability,55 to 64,VIC,Inner Gippsland,Capacity Building,70000,64
Intellectual Disability,55 to 64,VIC,Inner Gippsland,Core,188000,40
Intellectual Disability,55 to 64,VIC,Loddon,Capacity Building,95000,49
Intellectual Disability,55 to 64,VIC,Loddon,Core,148000,57
Intellectual Disability,55 to 64,VIC,Mallee,Capacity Building,100000,24
Intellectual Disability,55 to 64,VIC,Mallee,Core,168000,22
Intellectual Disability,55 to 64,VIC,North East Melbourne,Capacity Building,118000,119
Intellectual Disability,55 to 64,VIC,North East Melbourne,Core,239000,135
Intellectual Disability,55 to 64,VIC,Outer East Melbourne,Capacity Building,85000,73
Intellectual Disability,55 to 64,VIC,Outer East Melbourne,Core,208000,87
Intellectual Disability,55 to 64,VIC,Outer Gippsland,Capacity Building,83000,17
Intellectual Disability,55 to 64,VIC,Outer Gippsland,Core,121000,21
Intellectual Disability,55 to 64,VIC,Ovens Murray,Capacity Building,77000,29
Intellectual Disability,55 to 64,VIC,Ovens Murray,Core,185000,32
Intellectual Disability,55 to 64,VIC,Southern Melbourne,Capacity Building,102000,59
Intellectual Disability,55 to 64,VIC,Southern Melbourne,Core,213000,58
Intellectual Disability,55 to 64,VIC,Western District,Capacity Building,76000,55
Intellectual Disability,55 to 64,VIC,Western District,Core,162000,66
Intellectual Disability,55 to 64,VIC,Western Melbourne,Capacity Building,102000,64
Intellectual Disability,55 to 64,VIC,Western Melbourne,Core,165000,74
Intellectual Disability,65+,VIC,Barwon,Capacity Building,120000,39
Intellectual Disability,65+,VIC,Barwon,Core,217000,43
Intellectual Disability,65+,VIC,Bayside Peninsula,Capacity Building,140000,34
Intellectual Disability,65+,VIC,Bayside Peninsula,Core,183000,50
Intellectual Disability,65+,VIC,Central Highlands,Capacity Building,87000,25
Intellectual Disability,65+,VIC,Central Highlands,Core,202000,23
Intellectual Disability,65+,VIC,Goulburn,Capacity Building,52000,13
Intellectual Disability,65+,VIC,Hume Moreland,Capacity Building,87000,13
Intellectual Disability,65+,VIC,Hume Moreland,Core,117000,21
Intellectual Disability,65+,VIC,Inner East Melbourne,Capacity Building,109000,40
Intellectual Disability,65+,VIC,Inner East Melbourne,Core,328000,44
Intellectual Disability,65+,VIC,Loddon,Capacity Building,124000,16
Intellectual Disability,65+,VIC,Loddon,Core,141000,28
Intellectual Disability,65+,VIC,North East Melbourne,Capacity Building,129000,30
Intellectual Disability,65+,VIC,North East Melbourne,Core,262000,60
Intellectual Disability,65+,VIC,Outer East Melbourne,Capacity Building,115000,18
Intellectual Disability,65+,VIC,Outer East Melbourne,Core,160000,34
Intellectual Disability,65+,VIC,Ovens Murray,Core,141000,12
Intellectual Disability,65+,VIC,Southern Melbourne,Capacity Building,119000,14
Intellectual Disability,65+,VIC,Southern Melbourne,Core,167000,30
Intellectual Disability,65+,VIC,Western District,Capacity Building,90000,15
Intellectual Disability,65+,VIC,Western District,Core,241000,21
Intellectual Disability,65+,VIC,Western Melbourne,Core,222000,14
Intellectual Disability,7 to 14,VIC,Barwon,Capacity Building,35000,245
Intellectual Disability,7 to 14,VIC,Barwon,Core,45000,150
Intellectual Disability,7 to 14,VIC,Bayside Peninsula,Capacity Building,34000,210
Intellectual Disability,7 to 14,VIC,Bayside Peninsula,Core,43000,190
Intellectual Disability,7 to 14,VIC,Brimbank Melton,Capacity Building,31000,150
Intellectual Disability,7 to 14,VIC,Brimbank Melton,Core,32000,135
Intellectual Disability,7 to 14,VIC,Central Highlands,Capacity Building,23000,120
Intellectual Disability,7 to 14,VIC,Central Highlands,Core,25000,97
Intellectual Disability,7 to 14,VIC,Goulburn,Capacity Building,33000,70
Intellectual Disability,7 to 14,VIC,Goulburn,Core,54000,68
Intellectual Disability,7 to 14,VIC,Hume Moreland,Capacity Building,32000,210
Intellectual Disability,7 to 14,VIC,Hume Moreland,Core,39000,180
Intellectual Disability,7 to 14,VIC,Inner East Melbourne,Capacity Building,28000,111
Intellectual Disability,7 to 14,VIC,Inner East Melbourne,Core,37000,86
Intellectual Disability,7 to 14,VIC,Inner Gippsland,Capacity Building,21000,112
Intellectual Disability,7 to 14,VIC,Inner Gippsland,Core,30000,91
Intellectual Disability,7 to 14,VIC,Loddon,Capacity Building,23000,92
Intellectual Disability,7 to 14,VIC,Loddon,Core,33000,87
Intellectual Disability,7 to 14,VIC,Mallee,Capacity Building,32000,53
Intellectual Disability,7 to 14,VIC,Mallee,Core,25000,48
Intellectual Disability,7 to 14,VIC,North East Melbourne,Capacity Building,28000,172
Intellectual Disability,7 to 14,VIC,North East Melbourne,Core,32000,154
Intellectual Disability,7 to 14,VIC,Outer East Melbourne,Capacity Building,37000,113
Intellectual Disability,7 to 14,VIC,Outer East Melbourne,Core,40000,134
Intellectual Disability,7 to 14,VIC,Outer Gippsland,Capacity Building,23000,40
Intellectual Disability,7 to 14,VIC,Outer Gippsland,Core,34000,33
Intellectual Disability,7 to 14,VIC,Ovens Murray,Capacity Building,25000,69
Intellectual Disability,7 to 14,VIC,Ovens Murray,Core,25000,69
Intellectual Disability,7 to 14,VIC,Southern Melbourne,Capacity Building,28000,256
Intellectual Disability,7 to 14,VIC,Southern Melbourne,Core,37000,230
Intellectual Disability,7 to 14,VIC,Western District,Capacity Building,22000,117
Intellectual Disability,7 to 14,VIC,Western District,Core,28000,91
Intellectual Disability,7 to 14,VIC,Western Melbourne,Capacity Building,30000,171
Intellectual Disability,7 to 14,VIC,Western Melbourne,Core,42000,123
Multiple Sclerosis,35 to 44,VIC,Barwon,Capacity Building,50000,13
Multiple Sclerosis,35 to 44,VIC,Barwon,Core,48000,23
Multiple Sclerosis,35 to 44,VIC,Bayside Peninsula,Capacity Building,52000,28
Multiple Sclerosis,35 to 44,VIC,Bayside Peninsula,Core,42000,39
Multiple Sclerosis,35 to 44,VIC,Brimbank Melton,Core,47000,24
Multiple Sclerosis,35 to 44,VIC,Central Highlands,Core,43000,13
Multiple Sclerosis,35 to 44,VIC,Hume Moreland,Capacity Building,49000,13
Multiple Sclerosis,35 to 44,VIC,Hume Moreland,Core,39000,32
Multiple Sclerosis,35 to 44,VIC,Inner East Melbourne,Core,99000,15
Multiple Sclerosis,35 to 44,VIC,Loddon,Core,65000,16
Multiple Sclerosis,35 to 44,VIC,North East Melbourne,Core,31000,34
Multiple Sclerosis,35 to 44,VIC,Outer East Melbourne,Core,55000,22
Multiple Sclerosis,35 to 44,VIC,Southern Melbourne,Capacity Building,54000,17
Multiple Sclerosis,35 to 44,VIC,Southern Melbourne,Core,65000,35
Multiple Sclerosis,35 to 44,VIC,Western Melbourne,Capacity Building,60000,18
Multiple Sclerosis,35 to 44,VIC,Western Melbourne,Core,42000,23
Multiple Sclerosis,45 to 54,VIC,Barwon,Capacity Building,85000,12
Multiple Sclerosis,45 to 54,VIC,Barwon,Core,76000,29
Multiple Sclerosis,45 to 54,VIC,Bayside Peninsula,Capacity Building,65000,52
Multiple Sclerosis,45 to 54,VIC,Bayside Peninsula,Core,104000,79
Multiple Sclerosis,45 to 54,VIC,Brimbank Melton,Core,168000,21
Multiple Sclerosis,45 to 54,VIC,Central Highlands,Capacity Building,40000,17
Multiple Sclerosis,45 to 54,VIC,Central Highlands,Core,67000,21
Multiple Sclerosis,45 to 54,VIC,Goulburn,Core,91000,18
Multiple Sclerosis,45 to 54,VIC,Hume Moreland,Capacity Building,91000,13
Multiple Sclerosis,45 to 54,VIC,Hume Moreland,Core,101000,39
Multiple Sclerosis,45 to 54,VIC,Inner East Melbourne,Capacity Building,69000,28
Multiple Sclerosis,45 to 54,VIC,Inner East Melbourne,Core,106000,50
Multiple Sclerosis,45 to 54,VIC,Inner Gippsland,Core,51000,18
Multiple Sclerosis,45 to 54,VIC,Loddon,Capacity Building,35000,12
Multiple Sclerosis,45 to 54,VIC,Loddon,Core,113000,20
Multiple Sclerosis,45 to 54,VIC,North East Melbourne,Capacity Building,55000,36
Multiple Sclerosis,45 to 54,VIC,North East Melbourne,Core,73000,59
Multiple Sclerosis,45 to 54,VIC,Outer East Melbourne,Capacity Building,51000,23
Multiple Sclerosis,45 to 54,VIC,Outer East Melbourne,Core,73000,39
Multiple Sclerosis,45 to 54,VIC,Southern Melbourne,Capacity Building,85000,22
Multiple Sclerosis,45 to 54,VIC,Southern Melbourne,Core,121000,40
Multiple Sclerosis,45 to 54,VIC,Western Melbourne,Capacity Building,79000,28
Multiple Sclerosis,45 to 54,VIC,Western Melbourne,Core,95000,50
Multiple Sclerosis,55 to 64,VIC,Barwon,Capacity Building,46000,29
Multiple Sclerosis,55 to 64,VIC,Barwon,Core,102000,34
Multiple Sclerosis,55 to 64,VIC,Bayside Peninsula,Capacity Building,75000,57
Multiple Sclerosis,55 to 64,VIC,Bayside Peninsula,Core,109000,88
Multiple Sclerosis,55 to 64,VIC,Brimbank Melton,Capacity Building,78000,18
Multiple Sclerosis,55 to 64,VIC,Brimbank Melton,Core,207000,17
Multiple Sclerosis,55 to 64,VIC,Central Highlands,Capacity Building,50000,22
Multiple Sclerosis,55 to 64,VIC,Central Highlands,Core,103000,21
Multiple Sclerosis,55 to 64,VIC,Goulburn,Capacity Building,66000,13
Multiple Sclerosis,55 to 64,VIC,Goulburn,Core,174000,18
Multiple Sclerosis,55 to 64,VIC,Hume Moreland,Capacity Building,89000,26
Multiple Sclerosis,55 to 64,VIC,Hume Moreland,Core,117000,49
Multiple Sclerosis,55 to 64,VIC,Inner East Melbourne,Capacity Building,95000,32
Multiple Sclerosis,55 to 64,VIC,Inner East Melbourne,Core,119000,56
Multiple Sclerosis,55 to 64,VIC,Inner Gippsland,Capacity Building,67000,13
Multiple Sclerosis,55 to 64,VIC,Inner Gippsland,Core,78000,22
Multiple Sclerosis,55 to 64,VIC,Loddon,Capacity Building,47000,16
Multiple Sclerosis,55 to 64,VIC,Loddon,Core,135000,19
Multiple Sclerosis,55 to 64,VIC,Mallee,Core,108000,12
Multiple Sclerosis,55 to 64,VIC,North East Melbourne,Capacity Building,73000,43
Multiple Sclerosis,55 to 64,VIC,North East Melbourne,Capital,109000,11
Multiple Sclerosis,55 to 64,VIC,North East Melbourne,Core,198000,59
Multiple Sclerosis,55 to 64,VIC,Outer East Melbourne,Capacity Building,78000,24
Multiple Sclerosis,55 to 64,VIC,Outer East Melbourne,Core,98000,59
Multiple Sclerosis,55 to 64,VIC,Outer Gippsland,Capacity Building,27000,12
Multiple Sclerosis,55 to 64,VIC,Ovens Murray,Core,87000,11
Multiple Sclerosis,55 to 64,VIC,Southern Melbourne,Capacity Building,89000,25
Multiple Sclerosis,55 to 64,VIC,Southern Melbourne,Core,82000,51
Multiple Sclerosis,55 to 64,VIC,Western Melbourne,Capacity Building,75000,24
Multiple Sclerosis,55 to 64,VIC,Western Melbourne,Core,168000,42
Multiple Sclerosis,65+,VIC,Barwon,Capacity Building,55000,18
Multiple Sclerosis,65+,VIC,Barwon,Core,166000,34
Multiple Sclerosis,65+,VIC,Bayside Peninsula,Capacity Building,70000,17
Multiple Sclerosis,65+,VIC,Bayside Peninsula,Core,62000,28
Multiple Sclerosis,65+,VIC,Inner East Melbourne,Core,82000,26
Multiple Sclerosis,65+,VIC,North East Melbourne,Core,162000,21
Multiple Sclerosis,65+,VIC,Outer East Melbourne,Core,106000,23
Multiple Sclerosis,65+,VIC,Western District,Capacity Building,34000,14
Multiple Sclerosis,65+,VIC,Western District,Core,66000,12
Other,45 to 54,VIC,Southern Melbourne,Core,150000,14
Other,45 to 54,VIC,Western Melbourne,Core,41000,15
Other,55 to 64,VIC,Bayside Peninsula,Capacity Building,88000,20
Other,55 to 64,VIC,Bayside Peninsula,Core,126000,30
Other,55 to 64,VIC,Goulburn,Capacity Building,52000,11
Other,55 to 64,VIC,Goulburn,Core,81000,19
Other,55 to 64,VIC,Hume Moreland,Capacity Building,77000,23
Other,55 to 64,VIC,Hume Moreland,Core,103000,25
Other,55 to 64,VIC,Inner Gippsland,Core,91000,11
Other,55 to 64,VIC,Loddon,Capacity Building,52000,16
Other,55 to 64,VIC,North East Melbourne,Core,66000,20
Other,55 to 64,VIC,Southern Melbourne,Capacity Building,75000,24
Other,55 to 64,VIC,Southern Melbourne,Core,104000,22
Other,7 to 14,VIC,Bayside Peninsula,Capacity Building,24000,16
Other Neurological,0 to 6,VIC,Hume Moreland,Core,63000,11
Other Neurological,15 to 18,VIC,North East Melbourne,Capacity Building,34000,13
Other Neurological,19 to 24,VIC,Bayside Peninsula,Core,114000,13
